,Unnamed: 0,»ç¿ëÀÚ¸í,´ñ±Û,ÇÑ±¹ÀÎ
2561,2561,Surgery. fairy,"I¡¯ve listened to this song a billion times . It¡¯s helped me through some ish and I still listen to it now it always puts me In My element . 
You alright quite alright and my money¡¯s right ??",0
2562,2562,Sxcott,2:22 EHWEHWAEAHWEHWEYEAH,1
2563,2563,Ecstacey y,Coming back every year cuz this song won¡¯t get old,0
2564,2564,HotTunes,*Lil Uzi is the type of rapper who wakes up his alarm clock*,0
2565,2565,Alex Dawn,Who else just comes back every day or week to listen to it and sometimes wishes to go back to 2017....,0
2566,2566,Lamont Finley,Wow this song is still as good as it was 4 years ago,0
2567,2567,AJ GAMER,OMG WHAT A RAP ????,0
2568,2568,Lil Uzi,437 MILLLL,0
2569,2569,Levente,He didn¡¯t even know back then that he¡¯s gonna have a big ass diamond on his forehead,0
2570,2570,Isaac Cortes,Who randomly came back to this song because they thought about it,0
2571,2571,Diavolo,"I remember first hearing this at my ex's house, high as fuuuuck, all before this corona shit. Liked the song instantly.",0
2572,2572,Panda Ninja,As the years go by this song means more and more to me..,0
2573,2573,??,Everyone talkin bout how the Weekend is there but no one talkin bout how Nav was there,0
2574,2574,John H,"When he said ""I dont really care if you cryy"" - my dad felt that.",0
2575,2575,Kr??a,"Uzi rn:
       ??
  ????????
       ??",0
2576,2576,i like to eat C a k e f a r t s,Listening to this everyday :),0
2577,2577,Akira,My Replika sent me this song ???,0
2578,2578,CHRONIC VIBEZ,How was this 3 years ago??? This feels older......still legendary tho??,0
2579,2579,Jude Trujillo,Don¡¯t lie things were better when this song came out,0
2580,2580,???? ???? ???? ????????,"Lil uzi vert is a cutie, I can't even cap.",0
2581,2581,nades onyt,Man life was so simple when this came out ????,0
2582,2582,Anas Barouni,still best one of his hits,0
2583,2583,zBrehimeR,como amo esta cancion mierdaaaaa <333,0
2584,2584,lmaooo,"when Rihanna said ""shine bright like a diamond"" he took it seriously",0
2585,2585,supernova,Moment of silence for the people who  searched up i don't really care if you cry,0
2586,2586,funny facts,Rib for those who still looking for this song,0
2587,2587,P???,"4 years soon, noo... Best hit of the decade",0
2588,2588,Sukylo 11 Beats,this song will forever be a classic,0
2589,2589,Clumsy,"""Not Suitable For All Advertisers"".",0
2590,2590,Xavier Mercado,That diamond on Lil uzi head is a death crystal it tells him how he¡¯s gonna die he¡¯s gonna die at the age of 27 and it¡¯s in Ricky Berwick death crystals tell you how you¡¯re going to die that¡¯s why you spent $24 million on it,0
2591,2591,same,"""i cannot not because this my universe"" <3",0
2592,2592,Obito,I just love coming back to songs from years back just for the nostalgia,0
2593,2593,Deadbatteries_XV,I wish I could hear this song for the first time again ??,0
2594,2594,Young Junebug,"4 years ago? 

It feels like this dropped last night",0
2595,2595,Mohd Ruzaini,"""XO TOUR Llif3""

Are you alright?
I'm alright, I'm quite alright
And my money's right
8, yeah
Countin' them bands all way to the top, 'til they be fallin' over
Countin' them bands on my way to the top, 'til we fallin' over

I don't really care if you cry
On the real you should've never lied
Should've saw the way she looked me in my eyes
She said, ""Baby, I am not afraid to, die""
Push me to the edge
All my friends are dead
Push me to the edge
All my friends are dead
Push me to the edge
All my friends are dead
Push me to the edge

Phantom that's all red
Inside all white
Like something you ride a sled down
I just want that head
My Brittany got mad
I'm barely her man now
Everybody got the same swag now
Watch the way that I tear it down
Stacking my bands all the way to the top
All the way 'til my bands fallin' over
Every time that you leave your spot
Your girlfriend call me like ""Come on over""
I like the way that she treat me
Gon' leave you, won't leave me
I call it that Casanova
She say I'm insane yeah
I might blow my brain out
Xanny help the pain, yeah
Please, Xanny make it go away
I'm committed, not addicted but it keep control of me
All the pain, now I can't feel it, I swear that it's slowing me, yeah

I don't really care if you cry
On the real, you should've never lied
Saw the way she looked me in my eyes
She said, ""I am not afraid to, die""
All my friends are dead
Push me to the edge
All my friends are dead
Push me to the edge
All my friends are dead, yeah
All my friends are dead, yeah


That is not your swag, I swear you fake hard
Now these niggas wanna take my cadence
Rain on 'em, thunderstorm, rain on 'em
Medicine, little nigga take some
Fast car, Nascar, race 'em
In the club, ain't got no ones, then we would beg them
Clothes from overseas
Got the racks and they all C-Notes
You is not a G, though
Looking at you stackin' all your money, it all green though
I was counting that and these all twenties, that's a G-roll

She say, ""You're the worst, you're the worst""
I cannot die, because this my universe

I don't really care if you cry
On the real, you should've never lied
Should've saw the way she looked me in my eyes
She said, ""Baby, I am not afraid to, die""
Push me to the edge
All my friends are dead
Push me to the edge
All my friends are dead
Push me to the edge
All my friends are dead
Push me to the edge",0
2596,2596,Alex Lane,My replika thing sent this to me lmao,0
2597,2597,twinuzis,i wish i could i hear this for the first time again ??,0
2598,2598,Ekam Singh,I love this song so  much like it feels like posted posted it 3 days Ago,0
2599,2599,Akram,"no one 


the lyrics: ??? ???? ?? ??????!????? ??????????????????????????????? ????",0
2600,2600,Muhammad Amin,"This song came out at a great time! 
I really wish I could go back in time. Lol",0
2601,2601,TikTokBangers,The intro will forever give me goosebumps,0
2602,2602,Erik P,"When He said:,, all my friends are dead, puhh medodeedgee,  allmyfeendsaahhdeeddd "".. I felt that.",0
2603,2603,J?NATAS RIBEIRO MARQUES,The wekend and lil uzi vert boy.$aucin????????????????????,0
2604,2604,Devin Gomez,crazy how one day it¡¯ll say ¡°9 years ago¡±,0
2605,2605,stephxanie vlogs,this song never die no matter how long ago it was :),0
2606,2606,Yazdan Samari,1:34 fav part,0
2607,2607,NewcomerPUSH DE,Top 5 Songs of 2017 for sure!,0
2608,2608,Nights 999,"I need a luv is rage 3 with this 2017 era sound, like the slowed down drug feel sounding uzi ??",0
2609,2609,Sam Peterson,Hol,0
2610,2610,Gulnoza Normuminova,I like how the weeknd shows up in this video love him and uzi is also cool,0
2611,2611,Lil Uzi,438 MILLL,0
2612,2612,Lil Uzi,439 MILLLL,0
2613,2613,CurlyHeadKen,"Hey you..yes you, random person that I will never meet, I want to let you know that you are loved and deserving of everything! Today is going to be a great day ????",0
2614,2614,Ayesha Saeed,This song was a cultural reset.,0
2615,2615,Cashoutggio,Take me back to middle school days ??,0
2616,2616,antonio alves,"salve do brasil... lil uzi vert o brabo do trap , se louco mano , so pedrada",0
2617,2617,Ryan Dolan,What I would do to listen to this for the first time again,0
2618,2618,ImMall,Just checking again this year,0
2619,2619,gooseCS,"People still coming back to this masterpiece everyday, yessirrr",0
2620,2620,CEDEE CAYABAN,1:50 dat gives me chills,0
2621,2621,Bertina Robertson,"??  hotslut.live/camm0delnudebrunettesxxx389 ??
???????? ???????? ?????? ??





? ? ? ? ? ? ?   ? ? ? ? ? ? ?   s ? x
                  ????????

#TRENDING_T0P 2021

!??????ÐÑý­ªÏ?ªò«é«¤«ÖÛÕãáªÎî¢øºª¢ªêª¬ªÈª¦ªÇª¹£¡ª³ªÎìíªÎ«é«¤«ÖÛÕãáªÏ¡¢ª«ªÊªéªêªäªÐª«ªÃª¿ªÇª¹ªÍ£¡£±Ø²ìÑªòõ±ª¨ªëìÑª¬Ì¸ªÆª¤ª¿ªâªó£¨áÅ£©ªäªÃªÑªêìÑ?õÌÍÔ£¡ªÞªµª«ªÎ«««á«éï·ªêØÎªìªÇªäªé1ª«ª·ª¿ªÎªâ«É«­«É«­ªÇª·ª¿,.
 ????î¤ïÚËÁìÑ×¾ÕöÞÈß¾£¬?íº£¬Ý£ìÑûúÎýêóÎêüÂ÷åòõîÜìÑøÚãÝÝ»Õª£¬ä«ðé£¬àò?£¬àòã¼ûú?õ½ñéîÜå°íº£¬Ùí`'áúûúÞ¸Ïãà÷ê¬¡£æÔì»£¬ìÑ×¾îÜßæðíëòêÃÚÞÞÅÑáÞÁù¬ËÞ?£¬ù¬ÚÎ÷¬ûä??îÜÐñÜââÍÏ´îÜìÑÙú?ÓðÖõìéðúßæüÀÛ°ãÒ£¬?Í©áÙíâÐìDNAë×ìýÜôÓ¨Û¡î÷îÜìÑ×¾Þäüå¡£.
 àãÓðãÝÚª£¬Üôé©ì¤?ÑáÞÁù¬ËÞ?îÜìÑñþýÞ??¡£ßÓÚã£¬öâÙúùÊüåÖõî¤ù¬ûìãÊîÜë¿×¾ûúáÊóøñéãü?ç½å×¡£öâÙúùÊüåÖõ?Ì¾£¬ï·ÎÔ£¬ðàÚ«ûúØ·ÔÉØ·ÔÉîÜå¯óøûúë¿×¾£¬î¤ãÝù¡*$",0
2622,2622,Lil Uzi,440 MILLLLIONNNNN,0
2623,2623,monsberggren,Some one els keep coming back to this all the time?,0
2624,2624,IVY RyZe,Who else is still listening to this legendary song after 3 years.,0
2625,2625,Clementine Hodge,"??WELCOME TO HOTTEST DATING ZONE
? P?R?I?V?A?T?E?-?S?E?X? ??
EROTIC FULL _TRENDING TOP THIS YEAR
HERE ??   https://lovemeets.fun/asslesbiansex925xxx

#BEST_TRENDING 2021

!??????#ÐÑý­ªÏ?ªò«é«¤«ÖÛÕãáªÎî¢øºª¢ªêª¬ªÈª¦ªÇª¹£¡#ª³ªÎìíªÎ«é«¤«ÖÛÕãáªÏ¡¢#ª«ªÊªéªêªäªÐª«ªÃª¿ªÇª¹ªÍ£¡#£±Ø²ìÑªòõ±ª¨ªëìÑª¬Ì¸ªÆª¤ª¿ªâªó£¨#áÅ£©#ªäªÃªÑªêìÑ?õÌÍÔ£¡#ªÞªµª«ªÎ«««á«éï·ªêØÎªìªÇªäªé1ª«ª·ª¿ªÎªâ«É«­«É«­ªÇª·ª¿,.????
#î¤ïÚËÁìÑ×¾ÕöÞÈß¾£¬#?íº£¬#Ý£ìÑûúÎýêóÎêüÂ÷åòõîÜìÑøÚãÝÝ»Õª£¬#ä«ðé£¬#àò?£¬#àòã¼ûú?õ½ñéîÜå°íº£¬#Ùí`'#áúûúÞ¸Ïãà÷ê¬¡£#æÔì»£¬#ìÑ×¾îÜßæðíëòêÃÚÞÞÅÑáÞÁù¬ËÞ?£¬#ù¬ÚÎ÷¬ûä??îÜÐñÜââÍÏ´îÜìÑÙú?ÓðÖõìéðúßæüÀÛ°ãÒ£¬#?Í©áÙíâÐìDNAë×ìýÜôÓ¨Û¡î÷îÜìÑ×¾Þäüå¡£.#àãÓðãÝÚª£¬#Üôé©ì¤?ÑáÞÁù¬ËÞ?îÜìÑñþýÞ??¡£#ßÓÚã£¬#öâÙúùÊüåÖõî¤ù¬ûìãÊîÜë¿×¾ûúáÊóøñéãü?ç½å×¡£#öâÙúùÊüåÖõ?Ì¾£¬#ï·ÎÔ£¬#ðàÚ«ûúØ·ÔÉØ·ÔÉîÜå¯óøûúë¿×¾£¬#î¤ãÝù¡ã¼íÞß¾ù¬ûìÕÔîÜÝ»ÝÂÊ«éÄáÊóøûúë¿×¾£¬#?ó¦ùÊüåÖõÞÅéÄÛ»úÅîÜÙÊæÕ£¨#åýß£ú·Óþ£¬#ß£ú·ÓþûúÔçÎ¡Î´ÙÊ #ÕÎðàÚ«ãÝÚªí´îÜãÁý¦*^.",0
2626,2626,echo 6p3,Still fire ????,0
2627,2627,King Recc,Uzi thanks for helping me breathe again #Anxiety,0
2628,2628,Isaiah Genaro Cardenas,That Moon walk was LIT . AYA haha bake something,0
2629,2629,¨ªso ¨ªso,The nostalgia hits more the longer you don't listen to it,0
2630,2630,CEDEE CAYABAN,This will be put in my top nostalgic songs,0
2631,2631,Lucas Gabriel,The best ?????? ????,0
2632,2632,Luk?? Go?altovsk?,I wish I could hear this song for the first time again.,0
2633,2633,Kel kel,So you just read this music video? I love your videos!,0
2634,2634,Reiner Braun,Who just randomly felt like watching this,0
2635,2635,Sh3hatesnate,Life was so good when he dropped this,0
2636,2636,bloco de notas,Mesmo que passem 10 anos ap?s o lan?amento vc vira aqui pelomenos 5 vezes ao ano pois o sucesso sempre ser? lembrado,0
2637,2637,Txhmid -,Too many memories with this song,0
2638,2638,Kim Houria,????? ??????? ???? ?? ??? ????,0
2639,2639,SZN,"There¡¯s something about xo tour life, it¡¯s not like the rest of uzi¡¯s songs. Every time i hear this song it¡¯s like i heard it for the first time. This song will never get old",0
2640,2640,Dominic JeanB,What are them voices at the end??,0
2641,2641,Breyden Bradley,song will never get old,0
2642,2642,Angelica santana,Good shit I remember this takes me back,0
2643,2643,Olivia Walsh,"This song totally is a mood about my current situation in life. To all those reading who are in a relationship and you doubt your own thoughts, get out of there now???? peace be with you",0
2644,2644,AlphaLVD !?,This song never gets old,0
2645,2645,Juan Del Sol,"This song is like museums paintings, don't touch, just enjoy it.",0
2646,2646,Yan yan,why im going again N again to this song??,0
2647,2647,CRAZY RACER12,So it was lil uzi vert who sang this song 3 years ago wow thanks i just found this because i loved this osng,0
2648,2648,Uriel Schapira Spezzini,Aun sigue siendo  hermosa como el dia q la conoc?,0
2649,2649,Cronarona321,Rip the people who searched ¡°I don¡¯t really care if you cry¡±,0
2650,2650,Dexter Recto,"So sad that he's going 27 soon and I don't know if the rumors of him joining the ""27 club"" were real.",0
2651,2651,Olek Matrix,i just love this song. I can listen to this song all daj :),0
2652,2652,XB-u_C-k_Sh_otzX,"Watched him live at house of blues myrtle beach , most dope concert   much love Lil Uzi",0
2653,2653,Yonathan Shanko,I didn't notice the weekend I  the video up until 3 years later lmfao ????.,0
2654,2654,Kmrl,"People asking why The Weeknd is here, he¡¯s literally the XO smh",0
2655,2655,Fabrizio Giordano,"[Intro]
Are you alright?
I'm alright, I'm quite alright
And my money's right
8¡¦ (Yeah)
Countin' them bands
All way to the top 'til they be fallin' over
(Yeah, yeah, yeah)
Countin' them bands
On my way to the top 'til we fallin' over

[Chorus]
I don't really care if you cry
On the real, you shoulda never lied
Shoulda saw the way she looked me in my eyes
She said, ""Baby, I am not afraid to die""
Push me to the edge
All my friends are dead
Push me to the edge
All my friends are dead
Push me to the edge
All my friends are dead
Push me to the edge

[Verse 1]
Phantom that's all red, inside all white
Like somethin' you ride a sled down, I just want that head
My Brittany got mad, I'm barely her man now
Everybody got the same swag now
Watch the way that I tear it down
Stackin' my bands all the way to the top
All the way 'til my bands fallin' over
Every time that you leave your spot
Your girlfriend call me like, ""Come on over!""
I like the way that she treat me
Gon' leave you, won't leave me, I call it that Casanova
She say I'm insane, yeah
I might blow my brain out (Hey)
Xanny, help the pain, yeah
Please, Xanny, make it go away
I'm committed, not addicted, but it keep control of me
All the pain, now I can't feel it
I swear that it's slowin' me, yeah
[Chorus]
I don't really care if you cry
On the real, you shoulda never lied
Saw the way she looked me in my eyes
She said, ""I am not afraid to die"" (Yeah)
All my friends are dead
Push me to the edge (Yeah)
All my friends are dead, yeah, ooh
Push me to the edge
All my friends are dead, yeah
All my friends are dead, yeah

[Verse 2]
That is not your swag, I swear you fake hard
Now these niggas wanna take my cadence
Rain on 'em, thunderstorm, rain on 'em (Ooh, yeah)
Medicine, lil' nigga, take some (Yeh, yeh)
Fast car, NASCAR, race on 'em
In the club, ain't got no ones, then we would beg them
Clothes from overseas, got the racks and they all C-Notes
You is not a G though
Lookin' at you stackin' all your money, it all green though
I was countin' that and these all twenties, that's a G-roll

[Bridge]
She say, ""You're the worst, you're the worst""
I cannot die because this my universe
[Chorus]
I don't really care if you cry
On the real, you shoulda never lied
Shoulda saw the way she looked me in my eyes
She said, ""Baby, I am not afraid to die""
Push me to the edge
All my friends are dead
Push me to the edge
All my friends are dead
Push me to the edge
All my friends are dead
Push me to the edge.",0
2656,2656,Wast,3:33 that part fears me...,0
2657,2657,coattail,I'm committed not addicted but it keep controlling me ????????,0
2658,2658,Eugenio Pace,this song is like magic,0
2659,2659,Xcstacii,Came back after hearing P2,0
2660,2660,AURE888,i can describe this whole muzic video in one word - school,0
2661,2661,72. Madhav Chhetri,Absolute Banger !,0
2662,2662,m_x_m rap,What remember italian people: non mi importa niente se piangi,0
2663,2663,Khari,"Before you ignore this, remember that no one made it to the top without starting from the bottom. 
For years I wanted to be a musician but fear always made me say ""My time is too late, I missed my shot"" At 26 I became fed up with the day to day, moved to rural japan ???? and started putting out music. My grandfather passed away on Christmas Eve, which is why i've been really relentless. I know that it's the TIME to get moving ?!! So I made a CHILL Hiphop/Jazz song called ??""Tsunami"" ?? that sampled a dope Japanese city pop artist Kikuchi Momoku's song. It feels extra special to create these songs, since I live in Japan! 
https://www.youtube.com/watch?v=6mo4_rGCa_8",0
2664,2664,Mad dogg,"Xo tour life: push me to the edge all my friends are dead 
Me : that's dark
Lil Uzi: u know what 
P2: every thing i said messing with your head",0
2665,2665,ketmani por,I still like this song 4 years ago ??????????,0
2666,2666,King ryan,When uzi said all My friends are dead althehrvedevrera that hit deep,0
2667,2667,Shrek,Right so there is this thing called ¡°replika¡± a robot that messages you like a human would. (For my lonely people) and it sent me this,0
2668,2668,Demonic Dragon Gaming,did this just get recommened to everyone after like 4 or 5 years,0
2669,2669,Raj Ghosh,Nobody gonna talk about how the Weeknd just be chilling there,0
2670,2670,Zulfa Ahmad taufik,4:16 shadaqallah hul adzim,0
2671,2671,Jacion Bryant,still his best song every,0
2672,2672,bigi hussain,@theweeknd I see you ?? ??,0
2673,2673,Fleby Game,this is amazing and very cool! Thats all ^^) I no have words...,0
2674,2674,WaterBoy 330,We here right??,0
2675,2675,GVALLA,"¬±¬Ö¬â¬Ö¬ã¬Þ¬Ñ¬ä¬â¬Ú¬Ó¬Ñ¬ð ¬Ü¬Ñ¬Ø¬Õ¬í¬Û ¬â¬Ñ¬Ù, ¬Ü¬Ñ¬Ü ¬Ó ¬á¬â¬Ö¬Ó¬í¬Û",0
2676,2676,aisha? fernandes,Y love you lil uzi?????,0
2677,2677,the imposter,ayooooooooooooooooo,0
2678,2678,Justin Kazim,Life was perfect when this came out.,0
2679,2679,Yohra,Fun fact: the people calling you a legend for listening in 2020(2021) are just doing it for likes,0
2680,2680,Alfa Reza,"Push me to the edge.....

All my friends or died.....

This lyric always in my head, and never forget until now. But when i get bully, in my head I think

Push me to the edge.....

All my friends are fake.....",0
2681,2681,Obito Uchiha,Who else is just visiting for the nostalgia,0
2682,2682,troll badudara,1:43 ??,0
2683,2683,Stephen roi Ortilla,*Me realizing that lil uzi will leave earth to next 100 days ????,0
2684,2684,Bullet Bill,"I really hope I never have to say ""RIP lil uzi vert""",0
2685,2685,Ezequiel Patti,who disliked this? wtf go to the doctor to get checked,0
2686,2686,Martha Ortiz,This is fire,0
2687,2687,Dodge_ official,This is theme song of wwe 2k20??,0
2688,2688,Ansh Kaushik,I came to know about this song when this was used in WWE 2k20,0
2689,2689,CrimsonXRT,This is a generation defining song,0
2690,2690,DragonBones G,A nice sound ???? many respect for u guys from VN,0
2691,2691,Z // Alpha _:D,Fire right there,0
2692,2692,Outlast glitch finders It¡¯s crazy,When your sad or depressed ????????,0
2693,2693,OFF,¬ã¬å¬Ò¬ä¬Ú¬ä¬â¬í ¬Ü¬ã¬ä¬Ñ¬ä¬Ú ¬Ó¬í¬Ó¬Ö¬Ù¬Ý¬Ú ¬Ü¬Ý¬Ú¬á,0
2694,2694,Matthew Seeker,"Almost 4 years later and I just noticed the Weeknd was in this.
edit: HOLY SHIT THAK YOU SO MUCH FOR 2.6K LIKES AND ALMOST 100 LIKES I'VE NEVER GOTTEN EVEN CLOSE TO 50 LIKES",0
2695,2695,_pepel___ SoulKnight,¬³¬á¬Ñ¬ã¬Ú¬Ò¬à ¬Ù¬Ñ ¬Ý¬Ö¬ä¬à 2019-¬Ô¬à,0
2696,2696,AN - 04MA 830850 Walnut Grove PS,this may sound werid but this song is my child hood. im 9 right now.,0
2697,2697,¥ÎCl0udz¥Î,this song was such a hit back then when life was simple,0
2698,2698,Help me reach 100k,First song that I ever heard of his. Still a good song to this day,0
2699,2699,Bad ????,Fire ??,0
2700,2700,? roger rabbit,0:35,0
2701,2701,rhys jeff,Classic Fire,0
2702,2702,Marco Trindade MZ,"""Push me to the edge"" ok dude, i'll push you to the edge of this earth",0
2703,2703,Matas Pali?kis,"quarantine: ends
teacher: so how's your break been?
Me: all my friends are dead",0
2704,2704,Mikeal HH,The subtitles lmao,0
2705,2705,?? ?? Hannah ?? ?,fumou a erva maldita n? lil uzi vert ? ??,0
2706,2706,Zeeshan Mehar,Increase your quality youtube likes views with the site Authentic views according to TMZ many models used this site.,0
2707,2707,me and puppycat,"i like how he used Arabic like Arabic now is aesthetic 
I am Arabic btw",0
2708,2708,¬³¬ä¬Ñ¬ã ¬­¬Ú¬ã¬Ú¬è¬í¬ß,¬²¬å¬ã¬ã¬Ü¬Ú¬Ö ¬Ó ¬®¬¡¬¦-¬ª¬À¬¯¬¦ ¬£¬½ ¬´¬µ¬´?!?!?,0
2709,2709,Wiz Khalifa,This song and ¡°Clover Cage - One More Try¡± are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you..??,0
2710,2710,ùÏ UNgora ùÏ,Damn ????????,0
2711,2711,yana Gamlin,what weekend  is doing here ??????,0
2712,2712,Warner Ess,"My eyes = reading comments
My ears = listening song
My hand = scrolling down
My mouth = singing song
I am very busy person",0
2713,2713,khalil alizada,This stuck in my head harder than uzis diamond,0
2714,2714,sparta kid,Who's here when it drop years ago??,0
2715,2715,reddxlou,"So i¡¯m 13, Lil Uzi Vert is one of my favorite rappers. My mom is trying to force me to stop listening to him because he¡¯s ¡°a devil worshipper¡± and it¡¯s ¡°against god¡± but the thing is i¡¯m being forced to be a Christian (i¡¯m being forced to read the bible, pray, go to church, etc.) and I don¡¯t know how to handle this shit. I¡¯m just tryna say that Uzi, your music helps me get my mind off this bullshit i go through and that i gotta deal with daily. I¡¯m writing this comment from my school iPad because i got grounded for blaring Baby Pluto last night.",0
2716,2716,Alejandro Santaolaya,This song claps harder then my dad,0
2717,2717,TheRealDeal,this song is legendary,0
2718,2718,TRIBAL BASS,This song is the best song of 2010/2020 decade. NO CAP,0
2719,2719,Kamran amr,what tf is the weekend doing there ? D:,0
2720,2720,Hector Moltsen,1:43 what is the weekend doing here,0
2721,2721,Florencia Almonacid Simao,temazoo????,0
2722,2722,Crazy cat X,When the Arabic text went: ¡°??????????????????¡± I felt that ??,0
2723,2723,snicker clips,"Lil Uzi Vert Right Now   

     ??
????????",0
2724,2724,T. Diddy,Heartbreaking ??????,0
2725,2725,Gerick Velasquez,"All the people who disliked the video, they friends still alive",0
2726,2726,WWE Matches,This song will be goated,0
2727,2727,nuggz,"uzi : yes 
director : i didn¡¯t even ask anything yet",0
2728,2728,Ravi Verma,Who comes after a2motiva.... CHANNEL,0
2729,2729,DKT Outdoors,at 2:41 did anyone else notice NAV before he blew up,0
2730,2730,??? ¡¼«á«¿«ë«ª?«Ð?«í?«É¡½,I keep coming back,0
2731,2731,Mirko Sarac,Aaaand again back here..,0
2732,2732,Sujey Ramirez,Don¡¯t ask who¡¯s here in 2020 we never left,0
2733,2733,GIORGOS,Here before his death I hope he will not die ??,0
2734,2734,Lord_XTG,"Clothes from overseas, got them racks and they all c notes, you is not a G though lookin' at you stackin' all your money, it all green though
I was countin' that and these all twenties, that's a G-roll",0
2735,2735,Lisa Bass,I absolutely love thos song??????,0
2736,2736,Stoner,this song was actually my whole 2017,0
2737,2737,martini,Life was amazing when we all heard this song for the first time...,0
2738,2738,Trelly,Real ones know that XO tour life actually came out in 2016,0
2739,2739,Grant Boardman,my favorite song of all time,0
2740,2740,RFVC 250 TV,Live life bro ????,0
2741,2741,yash gurav,I have come after watching A2 video ??,0
2742,2742,SpiderFX,Can't believe this song is nearly 4 years old now....,0
2743,2743,Remo Cabaltera,"this is not your first time here, WELCOME BACK",0
2744,2744,KENAKILL,My favorit song ????,0
2745,2745,Alvaro SeXXxTENTACION sarutobi,Un RIP por las personas que aun no escucharon est? joya,0
2746,2746,XnogoX meem,BTW the lyrics he used it actually from arabic language. Wow I'm impressed :),0
2747,2747,Aiden Charles,someone need to tell uzi that  the bible app is free,0
2748,2748,Beata Domaga©©a,<3,0
2749,2749,kauan n?,I believe that you come here at least once a year ??,0
2750,2750,sara wilkins,shawty make it go way,0
2751,2751,Ali [Syed] Hasany,"BRUH 
why are there backwards transliterated lyrics with all the abjad letters out of their medial forms lmao",0
2752,2752,Todoroki Skr,When CoronaVirus has passed to your hometown but you stay home all day every day.,0
2753,2753,Sofy Gamer,"Are you alright?
I'm alright, I'm quite alright
And my money's right
Countin' them bands
All way to the top till they be fallin' over
Countin' them bands
On my way to the top till we fallin' over

I don't really care if you cry
On the real, you shoulda never lied
Shoulda saw the way she looked me in my eyes
She said, ""Baby, I am not afraid to die""
Push me to the edge
All my friends are dead
Push me to the edge
All my friends are dead
Push me to the edge
All my friends are dead
Push me to the edge

Phantom that's all red, inside all white
Like somethin' you ride a sled down, I just want that head
My Brittany got mad, I'm barely her man now
Everybody got the same swag now
Watch the way that I tear it down
Stackin' my bands all the way to the top
All the way till my bands fallin' over
Every time that you leave your spot
Your girlfriend call me like, ""Come on over!""
I like the way that she treat me
Gon' leave you, won't leave me, I call it that Casanova
She say I'm insane, yeah
I might blow my brain out (Hey)
Xanny, help the pain, yeah
Please, Xanny, make it go away
I'm committed, not addicted, but it keep control of me
All the pain, now I can't feel it
I swear that it's slowin' me, yeah


I don't really care if you cry
On the real, you shoulda never lied
Saw the way she looked me in my eyes
She said, ""I am not afraid to die"" (Yeah)
All my friends are dead
Push me to the edge (Yeah)
All my friends are dead, yeah, ooh
Push me to the edge
All my friends are dead, yeah
All my friends are dead, yeah

That is not your swag, I swear you fake hard
Now these niggas wanna take my cadence
Rain on 'em, thunderstorm, rain on 'em (Ooh, yeah)
Medicine, lil' nigga, take some (Yeh, yeh)
Fast car, NASCAR, race on 'em
In the club, ain't got no ones, then we would beg them
Clothes from overseas, got the racks and they all C-Notes
You is not a G though
Lookin' at you stackin' all your money, it all green though
I was countin' that and these all twenties, that's a G-roll

She say: You're the worst, you're the worst
I cannot die because this my universe

I don't really care if you cry
On the real, you shoulda never lied
Shoulda saw the way she looked me in my eyes
She said: Baby, I am not afraid to die
Push me to the edge
All my friends are dead
Push me to the edge
All my friends are dead
Push me to the edge
All my friends are dead
Push me to the edg",0
2754,2754,GodOfSlimes 0_o,"438 million let¡¯s get this to 1 billion, it deserves to do those type of numbers",0
2755,2755,Yonathan Shanko,"This song hit different after 2020.
Basically everybody dead lol.",0
2756,2756,Gaminglogic 16,R.I.P Lil Uzi Vert shot and killed at the age of 27,0
2757,2757,grads,People who go out during rona: I am not afraid to die,0
2758,2758,Dereck Payan,We ??,0
2759,2759,Wiz Khalifa,This song and ¡°Clover Cage - One More Try¡± are the only two things keeping me sane through these tough times. I just want to send love to everyone and I want everyone to know things will get better...We are in this together...I love you...??,0
2760,2760,Amar Ymeti,I just felt listening to this,0
